State,District,Pollster,Sample,Type,Date,GOP,Dem,538 Grade,Mean-Reverted Bias,Grade,Adjusted R,Adjusted D,Adjusted Gap,DistrictName,
ND,1,Rasmussen Reports/Pulse Opinion Research,500,LV,2/10/2010,46,40,C+,-1.4892512,2.3,45.2553744,40.7446256,4.5107488,ND01o_2010,o
NM,2,Albuquerque Journal,402,LV,10/28/2010,48,45,C,0,2,48,45,3,NM02o_2010,o
NM,2,Penn Schoen Berland,401,LV,9/30/2010,46,42,B-,2.52875,2.7,47.264375,40.735625,6.52875,NM02o_2010,o
NM,2,Albuquerque Journal,402,LV,9/30/2010,45,44,C,0,2,45,44,1,NM02o_2010,o
NM,2,Public Policy Polling,540,LV,9/26/2010,48,47,B,0.26406832,3,48.13203416,46.86796584,1.26406832,NM02o_2010,o
NM,2,Albuquerque Journal,404,LV,8/27/2010,42,45,C,0,2,42,45,-3,NM02o_2010,o
NM,2,Public Policy Polling,400,LV,2/20/2010,43,41,B,0.26406832,3,43.13203416,40.86796584,2.26406832,NM02o_2010,o
NY,23,Siena College,623,LV,10/26/2010,37,40,A,0.08860465,4,37.04430233,39.95569768,-2.91139535,NY23o_2010,o
NY,23,Siena College,607,LV,10/7/2010,42,31,A,0.08860465,4,42.04430233,30.95569768,11.08860465,NY23o_2010,o
PA,6,Monmouth University,642,LV,10/20/2010,54,44,A+,1.4258947,4,54.71294735,43.28705265,11.4258947,PA06o_2010,o
WA,8,SurveyUSA,639,LV,10/20/2010,52,45,A,0.07657364,4,52.03828682,44.96171318,7.07657364,WA08o_2010,o
WA,8,Public Policy Polling,1036,LV,10/10/2010,49,46,B,0.26406832,3,49.13203416,45.86796584,3.26406832,WA08o_2010,o
WA,8,SurveyUSA,579,LV,9/29/2010,52,45,A,0.07657364,4,52.03828682,44.96171318,7.07657364,WA08o_2010,o
WA,8,SurveyUSA,657,LV,9/2/2010,54,41,A,0.07657364,4,54.03828682,40.96171318,13.07657364,WA08o_2010,o
NY,29,Siena College,613,LV,9/16/2010,44,30,A,0.08860465,4,44.04430233,29.95569768,14.08860465,NY29o_2010,o
PA,15,Morning Call,496,LV,10/13/2010,49,32,C,0,2,49,32,17,PA15o_2010,o
PA,15,Morning Call,496,LV,9/16/2010,49,38,C,0,2,49,38,11,PA15o_2010,o
PA,15,Morning Call,303,LV,4/27/2010,43,31,C,0,2,43,31,12,PA15o_2010,o
TX,17,Penn Schoen Berland,404,LV,10/21/2010,52,40,B-,2.52875,2.7,53.264375,38.735625,14.52875,TX17o_2010,o
AR,2,Talk Business Poll,446,LV,10/14/2010,50,38,C,0,2,50,38,12,AR02o_2010,o
AR,2,Talk Business Poll,716,LV,8/17/2010,52,35,C,0,2,52,35,17,AR02o_2010,o
IL,11,We Ask America,829,LV,10/31/2010,55,45,C,-0.91666667,2,54.54166667,45.45833334,9.08333333,IL11o_2010,o
IL,11,Penn Schoen Berland,401,LV,9/30/2010,49,31,B-,2.52875,2.7,50.264375,29.735625,20.52875,IL11o_2010,o
IL,11,We Ask America,1015,RV,8/4/2010,52,32,C,-0.91666667,2,51.54166667,32.45833334,19.08333333,IL11o_2010,o
MN,6,SurveyUSA,582,LV,9/15/2010,49,40,A,0.07657364,4,49.03828682,39.96171318,9.07657364,MN06o_2010,o
MN,6,SurveyUSA,565,LV,7/11/2010,48,39,A,0.07657364,4,48.03828682,38.96171318,9.07657364,MN06o_2010,o
OH,12,We Ask America,995,RV,8/4/2010,51,34,C,-0.91666667,2,50.54166667,34.45833334,16.08333333,OH12o_2010,o
OH,15,Penn Schoen Berland,404,LV,9/30/2010,47,38,B-,2.52875,2.7,48.264375,36.735625,11.52875,OH15o_2010,o
OH,15,We Ask America,998,RV,8/4/2010,46,41,C,-0.91666667,2,45.54166667,41.45833334,4.08333333,OH15o_2010,o
TN,8,Penn Schoen Berland,416,LV,10/7/2010,47,37,B-,2.52875,2.7,48.264375,35.735625,12.52875,TN08o_2010,o
AK,1,Ivan Moore Research,500,LV,10/19/2008,43,51,C,1.3474286,2,43.6737143,50.3262857,-6.6525714,AK01o_2008,o
AK,1,Ivan Moore Research,500,LV,10/6/2008,42,51,C,1.3474286,2,42.6737143,50.3262857,-7.6525714,AK01o_2008,o
AK,1,Ivan Moore Research,500,LV,9/22/2008,44,49,C,1.3474286,2,44.6737143,48.3262857,-3.6525714,AK01o_2008,o
OH,16,SurveyUSA,635,LV,9/21/2008,41,48,A,0.07657364,4,41.03828682,47.96171318,-6.92342636,OH16o_2008,o
TX,22,Zogby Interactive/JZ Analytics,404,LV,10/22/2008,53,36,C,-0.88022843,2,52.55988579,36.44011422,16.11977157,TX22o_2008,o
IL,11,SurveyUSA,623,LV,10/21/2008,37,50,A,0.07657364,4,37.03828682,49.96171318,-12.92342636,IL11o_2008,o
NM,1,Albuquerque Journal,403,RV,10/2/2008,41,43,C,0,2,41,43,-2,NM01o_2008,o
NM,1,SurveyUSA,631,LV,8/28/2008,46,51,A,0.07657364,4,46.03828682,50.96171318,-4.92342636,NM01o_2008,o
NJ,3,Monmouth University,430,LV,10/2/2008,44,41,A+,1.4258947,4,44.71294735,40.28705265,4.4258947,NJ03o_2008,o
NJ,3,Richard Stockton College,400,LV,9/20/2008,39,37,C,0,2,39,37,2,NJ03o_2008,o
PA,11,Franklin & Marshall College,586,RV,10/12/2008,40,35,B-,0.13543478,2.7,40.06771739,34.93228261,5.13543478,PA11o_2008,o
PA,11,Franklin & Marshall College,547,RV,9/14/2008,44,35,B-,0.13543478,2.7,44.06771739,34.93228261,9.13543478,PA11o_2008,o
OH,15,SurveyUSA,632,LV,10/26/2008,41,47,A,0.07657364,4,41.03828682,46.96171318,-5.92342636,OH15o_2008,o
OH,15,SurveyUSA,567,LV,8/4/2008,44,47,A,0.07657364,4,44.03828682,46.96171318,-2.92342636,OH15o_2008,o
CO,4,SurveyUSA,618,LV,8/24/2008,43,50,A,0.07657364,4,43.03828682,49.96171318,-6.92342636,CO04o_2008,o
NC,8,SurveyUSA,609,LV,10/5/2008,41,49,A,0.07657364,4,41.03828682,48.96171318,-7.92342636,NC08o_2008,o
NC,8,Public Policy Polling,541,LV,7/5/2008,43,36,B,0.26406832,3,43.13203416,35.86796584,7.26406832,NC08o_2008,o
NV,3,Mason-Dixon Polling & Research Inc.,400,LV,10/29/2008,44,44,B+,-0.7202799,3.3,43.63986005,44.36013995,-0.7202799,NV03o_2008,o
NV,3,Mason-Dixon Polling & Research Inc.,236,RV,10/9/2008,43,40,B+,-0.7202799,3.3,42.63986005,40.36013995,2.2797201,NV03o_2008,o
NV,3,Mason-Dixon Polling & Research Inc.,232,LV,6/11/2008,45,42,B+,-0.7202799,3.3,44.63986005,42.36013995,2.2797201,NV03o_2008,o
WI,8,SurveyUSA,616,LV,10/5/2008,43,54,A,0.07657364,4,43.03828682,53.96171318,-10.92342636,WI08o_2008,o
KS,2,SurveyUSA,620,LV,8/21/2008,43,50,A,0.07657364,4,43.03828682,49.96171318,-6.92342636,KS02o_2008,o
MI,7,EPIC-MRA,400,LV,8/22/2008,43,40,B+,-0.17242857,3.3,42.91378572,40.08621429,2.82757143,MI07o_2008,o
NH,1,University of New Hampshire,313,LV,10/30/2008,41,46,B,2.71688,3,42.35844,44.64156,-2.28312,NH01o_2008,o
NH,1,University of New Hampshire,358,LV,10/22/2008,39,44,B,2.71688,3,40.35844,42.64156,-2.28312,NH01o_2008,o
NH,1,University of New Hampshire,252,LV,10/21/2008,45,42,B,2.71688,3,46.35844,40.64156,5.71688,NH01o_2008,o
NH,1,Concord Monitor,300,LV,10/19/2008,43,48,C,0,2,43,48,-5,NH01o_2008,o
NH,1,SurveyUSA,628,LV,10/5/2008,41,50,A,0.07657364,4,41.03828682,49.96171318,-8.92342636,NH01o_2008,o
NH,1,Concord Monitor,300,LV,9/24/2008,43,44,C,0,2,43,44,-1,NH01o_2008,o
NH,1,University of New Hampshire,235,LV,7/20/2008,46,40,B,2.71688,3,47.35844,38.64156,8.71688,NH01o_2008,o
NH,1,University of New Hampshire,249,LV,4/30/2008,45,39,B,2.71688,3,46.35844,37.64156,8.71688,NH01o_2008,o
NJ,7,Monmouth University,410,LV,10/2/2008,43,39,A+,1.4258947,4,43.71294735,38.28705265,5.4258947,NJ07o_2008,o
MN,3,SurveyUSA,647,LV,10/30/2008,46,41,A,0.07657364,4,46.03828682,40.96171318,5.07657364,MN03o_2008,o
MN,3,SurveyUSA,643,LV,10/27/2008,45,44,A,0.07657364,4,45.03828682,43.96171318,1.07657364,MN03o_2008,o
MN,3,SurveyUSA,634,LV,10/7/2008,43,46,A,0.07657364,4,43.03828682,45.96171318,-2.92342636,MN03o_2008,o
MN,3,SurveyUSA,636,LV,8/28/2008,44,41,A,0.07657364,4,44.03828682,40.96171318,3.07657364,MN03o_2008,o
PA,10,Lycoming College,441,LV,10/23/2008,35,50,C,0.66212121,2,35.33106061,49.6689394,-14.33787879,PA10o_2008,o
PA,10,Franklin & Marshall College,713,RV,10/5/2008,33,48,B-,0.13543478,2.7,33.06771739,47.93228261,-14.86456522,PA10o_2008,o
PA,10,SurveyUSA,623,LV,8/25/2008,45,49,A,0.07657364,4,45.03828682,48.96171318,-3.92342636,PA10o_2008,o
AL,2,SurveyUSA,622,LV,8/28/2008,56,38,A,0.07657364,4,56.03828682,37.96171318,18.07657364,AL02o_2008,o
AL,2,Capital Survey Research Center,505,LV,8/7/2008,37,47,B-,0.06705882,2.7,37.03352941,46.96647059,-9.93294118,AL02o_2008,o
MI,9,EPIC-MRA,400,LV,8/23/2008,43,36,B+,-0.17242857,3.3,42.91378572,36.08621429,6.82757143,MI09o_2008,o
ID,1,SurveyUSA,613,LV,10/19/2008,45,51,A,0.07657364,4,45.03828682,50.96171318,-5.92342636,ID01o_2008,o
IL,10,SurveyUSA,623,LV,10/5/2008,44,52,A,0.07657364,4,44.03828682,51.96171318,-7.92342636,IL10o_2008,o
NY,29,SurveyUSA,602,LV,10/5/2008,44,51,A,0.07657364,4,44.03828682,50.96171318,-6.92342636,NY29o_2008,o
WA,8,SurveyUSA,641,LV,10/22/2008,46,46,A,0.07657364,4,46.03828682,45.96171318,0.07657364,WA08o_2008,o
WA,8,SurveyUSA,686,LV,9/10/2008,54,44,A,0.07657364,4,54.03828682,43.96171318,10.07657364,WA08o_2008,o
WA,8,SurveyUSA,688,LV,7/29/2008,50,44,A,0.07657364,4,50.03828682,43.96171318,6.07657364,WA08o_2008,o
WA,8,SurveyUSA,679,LV,6/17/2008,51,45,A,0.07657364,4,51.03828682,44.96171318,6.07657364,WA08o_2008,o
MN,6,SurveyUSA,625,LV,10/30/2008,46,45,A,0.07657364,4,46.03828682,44.96171318,1.07657364,MN06o_2008,o
MN,6,Minnesota Public Radio,430,LV,10/23/2008,43,45,C,0,2,43,45,-2,MN06o_2008,o
MN,6,SurveyUSA,621,LV,10/22/2008,44,47,A,0.07657364,4,44.03828682,46.96171318,-2.92342636,MN06o_2008,o
CT,4,University of Connecticut,501,LV,10/15/2008,44,44,A-,-0.36378378,3.7,43.81810811,44.18189189,-0.36378378,CT04o_2008,o
CT,4,SurveyUSA,602,LV,10/14/2008,45,48,A,0.07657364,4,45.03828682,47.96171318,-2.92342636,CT04o_2008,o
OH,2,SurveyUSA,627,LV,9/21/2008,48,40,A,0.07657364,4,48.03828682,39.96171318,8.07657364,OH02o_2008,o
FL,21,SurveyUSA,632,LV,8/26/2008,46,48,A,0.07657364,4,46.03828682,47.96171318,-1.92342636,FL21o_2008,o
GA,8,SurveyUSA,634,LV,10/26/2008,45,49,A,0.07657364,4,45.03828682,48.96171318,-3.92342636,GA08o_2008,o
OH,1,SurveyUSA,645,LV,9/21/2008,46,44,A,0.07657364,4,46.03828682,43.96171318,2.07657364,OH01o_2008,o
WY,1,SurveyUSA,604,LV,10/19/2008,50,44,A,0.07657364,4,50.03828682,43.96171318,6.07657364,WY01o_2008,o
IN,3,Howey Politics/DePauw University,300,LV,10/24/2008,41,44,B-,0.09527778,2.7,41.04763889,43.95236111,-2.90472222,IN03o_2008,o
SC,1,SurveyUSA,600,LV,10/26/2008,50,45,A,0.07657364,4,50.03828682,44.96171318,5.07657364,SC01o_2008,o
KY,3,SurveyUSA,612,LV,10/22/2008,41,57,A,0.07657364,4,41.03828682,56.96171318,-15.92342636,KY03o_2008,o
KY,3,SurveyUSA,613,LV,10/15/2008,41,57,A,0.07657364,4,41.03828682,56.96171318,-15.92342636,KY03o_2008,o
KY,3,SurveyUSA,646,LV,9/7/2008,45,53,A,0.07657364,4,45.03828682,52.96171318,-7.92342636,KY03o_2008,o
KY,3,SurveyUSA,621,LV,7/20/2008,43,53,A,0.07657364,4,43.03828682,52.96171318,-9.92342636,KY03o_2008,o
KY,3,SurveyUSA,646,LV,6/8/2008,40,57,A,0.07657364,4,40.03828682,56.96171318,-16.92342636,KY03o_2008,o
CA,39,Remington Research Group,761,LV,1/11/2018,41,38,C,1.0727419,2,41.53637095,37.46362905,4.0727419,CA39_2018,
UT,4,Dan Jones & Associates,400,RV,1/22/2018,47,42,C+,1.0585246,2.3,47.5292623,41.4707377,6.0585246,UT04_2018,
UT,4,Dan Jones & Associates,404,RV,2/21/2018,49,43,C+,1.0585246,2.3,49.5292623,42.4707377,7.0585246,UT04_2018,
NY,22,Zogby Interactive/JZ Analytics,358,LV,4/27/2018,45,55,C,-0.88022843,2,44.55988579,55.44011422,-10.88022843,NY22_2018,
PA,17,Muhlenberg College,408,RV,5/3/2018,31,42,A,-0.21109091,4,30.89445455,42.10554546,-11.21109091,PA17_2018,
PA,1,Monmouth University,254,LV,6/3/2018,48,47,A+,1.4258947,4,48.71294735,46.28705265,2.4258947,PA01_2018,
UT,4,Dan Jones & Associates,405,LV,6/5/2018,47,43,C+,1.0585246,2.3,47.5292623,42.4707377,5.0585246,UT04_2018,
MT,1,Gravis Marketing,469,LV,6/13/2018,43,49,C+,0.63848214,2.3,43.31924107,48.68075893,-5.36151786,MT01_2018,
ND,1,Mason-Dixon Polling & Research Inc.,625,RV,6/15/2018,46,35,B+,-0.7202799,3.3,45.63986005,35.36013995,10.2797201,ND01_2018,
NM,1,Carroll Strategies,419,LV,6/16/2018,43,47,C,0,2,43,47,-4,NM01_2018,
NM,2,Carroll Strategies,334,LV,6/16/2018,49,35,C,0,2,49,35,14,NM02_2018,
NM,3,Carroll Strategies,446,LV,6/16/2018,30,58,C,0,2,30,58,-28,NM03_2018,
UT,4,University of Utah,379,RV,6/18/2018,45,39,C,0,2,45,39,6,UT04_2018,
WV,1,Monmouth University,72,LV,6/18/2018,72,24,A+,1.4258947,4,72.71294735,23.28705265,49.4258947,WV01_2018,
WV,2,Monmouth University,112,LV,6/18/2018,52,38,A+,1.4258947,4,52.71294735,37.28705265,15.4258947,WV02_2018,
WV,3,Monmouth University,343,LV,6/18/2018,41,47,A+,1.4258947,4,41.71294735,46.28705265,-4.5741053,WV03_2018,
VA,10,Monmouth University,338,LV,6/24/2018,41,50,A+,1.4258947,4,41.71294735,49.28705265,-7.5741053,VA10_2018,
NJ,11,Monmouth University,339,LV,6/25/2018,40,44,A+,1.4258947,4,40.71294735,43.28705265,-2.5741053,NJ11_2018,
UT,2,University of Utah,147,RV,7/18/2018,48,24,C,0,2,48,24,24,UT02_2018,
NC,9,SurveyUSA,543,LV,7/8/2018,36,43,A,0.07657364,4,36.03828682,42.96171318,-6.92342636,NC09_2018,
CA,48,Monmouth University,361,LV,7/15/2018,45,47,A+,1.4258947,4,45.71294735,46.28705265,-0.5741053,CA48_2018,
NC,13,SurveyUSA,537,LV,7/16/2018,40,35,A,0.07657364,4,40.03828682,34.96171318,5.07657364,NC13_2018,
PA,17,Monmouth University,355,LV,7/22/2018,40,53,A+,1.4258947,4,40.71294735,52.28705265,-11.5741053,PA17_2018,
IL,6,Victory Research,600,LV,7/25/2018,44,37,C,0,2,44,37,7,IL06_2018,
MI,8,Target Insyght,400,RV,4/5/2018,45,39,C,0,2,45,39,6,MI08_2018,
MS,1,Triumph Campaigns,525,LV,7/31/2018,57,28,C+,-0.13612903,2.3,56.93193549,28.06806452,28.86387097,MS01_2018,
MS,2,Triumph Campaigns,525,LV,7/31/2018,22,51,C+,-0.13612903,2.3,21.93193549,51.06806452,-29.13612903,MS02_2018,
MS,3,Triumph Campaigns,525,LV,7/31/2018,56,27,C+,-0.13612903,2.3,55.93193549,27.06806452,28.86387097,MS03_2018,
MS,4,Triumph Campaigns,525,LV,7/31/2018,54,37,C+,-0.13612903,2.3,53.93193549,37.06806452,16.86387097,MS04_2018,
CA,25,IMGE Insights,400,RV,7/12/2018,47,47,C+,-0.25580645,2.3,46.87209678,47.12790323,-0.25580645,CA25_2018,
CO,6,IMGE Insights,400,RV,7/12/2018,45,45,C+,-0.25580645,2.3,44.87209678,45.12790323,-0.25580645,CO06_2018,
NY,19,IMGE Insights,400,RV,7/12/2018,49,45,C+,-0.25580645,2.3,48.87209678,45.12790323,3.74419355,NY19_2018,
NJ,3,Monmouth University,300,LV,8/9/2018,44,45,A+,1.4258947,4,44.71294735,44.28705265,0.4258947,NJ03_2018,
NY,25,Siena College,500,LV,8/19/2018,31,55,A,0.08860465,4,31.04430233,54.95569768,-23.91139535,NY25_2018,
MO,2,Remington Research Group,983,LV,8/23/2018,51,40,C,1.0727419,2,51.53637095,39.46362905,12.0727419,MO02_2018,
CA,50,SurveyUSA,539,LV,8/26/2018,47,39,A,0.07657364,4,47.03828682,38.96171318,8.07657364,CA50_2018,
NY,22,Siena College,499,LV,8/26/2018,44,46,A,0.08860465,4,44.04430233,45.95569768,-1.91139535,NY22_2018,
NY,19,Siena College,501,LV,8/26/2018,45,40,A,0.08860465,4,45.04430233,39.95569768,5.08860465,NY19_2018,
IL,6,Siena College,512,LV,9/6/2018,45,44,A,0.08860465,4,45.04430233,43.95569768,1.08860465,IL06_2018,
IL,12,Siena College,533,LV,9/6/2018,44,43,A,0.08860465,4,44.04430233,42.95569768,1.08860465,IL12_2018,
CA,48,Siena College,501,LV,9/6/2018,45,45,A,0.08860465,4,45.04430233,44.95569768,0.08860465,CA48_2018,
UT,4,Lighthouse Research,600,RV,8/27/2018,48,38,C,0,2,48,38,10,UT04_2018,
UT,3,Lighthouse Research,600,RV,8/27/2018,52,20,C,0,2,52,20,32,UT03_2018,
UT,2,Lighthouse Research,600,RV,8/27/2018,49,27,C,0,2,49,27,22,UT02_2018,
UT,1,Lighthouse Research,600,RV,8/27/2018,51,16,C,0,2,51,16,35,UT01_2018,
MN,3,Siena College,500,LV,9/9/2018,42,51,A,0.08860465,4,42.04430233,50.95569768,-8.91139535,MN03_2018,
MN,8,Siena College,504,LV,9/6/2018,43,44,A,0.08860465,4,43.04430233,43.95569768,-0.91139535,MN08_2018,
KY,6,Siena College,506,LV,9/8/2018,47,46,A,0.08860465,4,47.04430233,45.95569768,1.08860465,KY06_2018,
UT,4,Dan Jones & Associates,400,LV,9/6/2018,49,46,C+,1.0585246,2.3,49.5292623,45.4707377,4.0585246,UT04_2018,
ID,2,Dan Jones & Associates,285,A,7/9/2018,59,23,C+,1.0585246,2.3,59.5292623,22.4707377,37.0585246,ID02_2018,
ID,1,Dan Jones & Associates,315,A,7/9/2018,35,27,C+,1.0585246,2.3,35.5292623,26.4707377,9.0585246,ID01_2018,
VA,7,Siena College,501,LV,9/12/2018,47,43,A,0.08860465,4,47.04430233,42.95569768,4.08860465,VA07_2018,
TX,23,Siena College,495,LV,9/11/2018,51,43,A,0.08860465,4,51.04430233,42.95569768,8.08860465,TX23_2018,
WV,3,Siena College,499,LV,9/10/2018,48,40,A,0.08860465,4,48.04430233,39.95569768,8.08860465,WV03_2018,
IA,4,Emerson College,240,RV,9/8/2018,41,31,B+,0.10647727,3.3,41.05323864,30.94676137,10.10647727,IA04_2018,
IA,3,Emerson College,260,RV,9/8/2018,47,31,B+,0.10647727,3.3,47.05323864,30.94676137,16.10647727,IA03_2018,
IA,2,Emerson College,250,RV,9/8/2018,21,45,B+,0.10647727,3.3,21.05323864,44.94676137,-23.89352273,IA02_2018,
IA,1,Emerson College,250,RV,9/8/2018,38,43,B+,0.10647727,3.3,38.05323864,42.94676137,-4.89352273,IA01_2018,
AR,4,Hendrix College,423,LV,9/7/2018,54,24,B-,1.6890244,2.7,54.8445122,23.1554878,31.6890244,AR04_2018,
AR,3,Hendrix College,428,LV,9/7/2018,53,31,B-,1.6890244,2.7,53.8445122,30.1554878,23.6890244,AR03_2018,
AR,2,Hendrix College,428,LV,9/7/2018,50,41,B-,1.6890244,2.7,50.8445122,40.1554878,10.6890244,AR02_2018,
AR,1,Hendrix College,422,LV,9/7/2018,57,22,B-,1.6890244,2.7,57.8445122,21.1554878,36.6890244,AR01_2018,
CO,6,Siena College,500,LV,9/14/2018,40,51,A,0.08860465,4,40.04430233,50.95569768,-10.91139535,CO06_2018,
ME,2,Siena College,506,LV,9/14/2018,47,42,A,0.08860465,4,47.04430233,41.95569768,5.08860465,ME02_2018,
WI,1,Siena College,500,LV,9/13/2018,50,44,A,0.08860465,4,50.04430233,43.95569768,6.08860465,WI01_2018,
ND,1,Fox News/Anderson Robbins Research/Shaw & Co. Research,701,LV,9/11/2018,48,34,A,0.61413043,4,48.30706522,33.69293479,14.61413043,ND01_2018,
NY,19,Monmouth University,327,LV,9/10/2018,45,48,A+,1.4258947,4,45.71294735,47.28705265,-1.5741053,NY19_2018,
NC,2,SurveyUSA,538,LV,9/8/2018,43,44,A,0.07657364,4,43.03828682,43.96171318,-0.92342636,NC02_2018,
FL,26,Siena College,509,LV,9/17/2018,47,44,A,0.08860465,4,47.04430233,43.95569768,3.08860465,FL26_2018,
KS,2,Siena College,500,LV,9/15/2018,44,45,A,0.08860465,4,44.04430233,44.95569768,-0.91139535,KS02_2018,
PA,7,Monmouth University,299,LV,9/9/2018,45,47,A+,1.4258947,4,45.71294735,46.28705265,-0.5741053,PA07_2018,
TX,7,Siena College,500,LV,9/18/2018,48,45,A,0.08860465,4,48.04430233,44.95569768,3.08860465,TX07_2018,
NM,2,Siena College,503,LV,9/18/2018,45,46,A,0.08860465,4,45.04430233,45.95569768,-0.91139535,NM02_2018,
CA,25,Siena College,500,LV,9/19/2018,47,45,A,0.08860465,4,47.04430233,44.95569768,2.08860465,CA25_2018,
WV,3,Emerson College,274,RV,9/15/2018,31,36,B+,0.10647727,3.3,31.05323864,35.94676137,-4.89352273,WV03_2018,
WV,2,Emerson College,277,RV,9/15/2018,32,24,B+,0.10647727,3.3,32.05323864,23.94676137,8.10647727,WV02_2018,
WV,1,Emerson College,275,RV,9/15/2018,43,14,B+,0.10647727,3.3,43.05323864,13.94676137,29.10647727,WV01_2018,
NM,2,Research & Polling Inc.,405,LV,9/13/2018,48,41,A,-0.50589286,4,47.74705357,41.25294643,6.49410714,NM02_2018,
NM,1,Research & Polling Inc.,410,LV,9/13/2018,41,49,A,-0.50589286,4,40.74705357,49.25294643,-8.50589286,NM01_2018,
IA,1,Siena College,498,LV,9/20/2018,37,51,A,0.08860465,4,37.04430233,50.95569768,-13.91139535,IA01_2018,
CA,39,Monmouth University,300,LV,9/16/2018,51,41,A+,1.4258947,4,51.71294735,40.28705265,11.4258947,CA39_2018,
NJ,2,Stockton University,535,LV,9/18/2018,32,55,B+,0.31342105,3.3,32.15671053,54.84328948,-22.68657895,NJ02_2018,
NJ,7,Monmouth University,365,LV,9/17/2018,43,46,A+,1.4258947,4,43.71294735,45.28705265,-1.5741053,NJ07_2018,
FL,6,St. Pete Polls,981,LV,9/19/2018,48,43,B-,0.10057143,2.7,48.05028572,42.94971429,5.10057143,FL06_2018,
TX,32,Siena College,500,LV,9/24/2018,48,47,A,0.08860465,4,48.04430233,46.95569768,1.08860465,TX32_2018,
CA,49,Siena College,507,LV,9/23/2018,41,51,A,0.08860465,4,41.04430233,50.95569768,-9.91139535,CA49_2018,
KS,3,Siena College,494,LV,9/23/2018,43,51,A,0.08860465,4,43.04430233,50.95569768,-7.91139535,KS03_2018,
CA,16,SurveyUSA,515,LV,9/19/2018,40,51,A,0.07657364,4,40.03828682,50.96171318,-10.92342636,CA16_2018,
CA,45,Siena College,518,LV,9/25/2018,43,48,A,0.08860465,4,43.04430233,47.95569768,-4.91139535,CA45_2018,
PA,7,Siena College,539,LV,9/25/2018,42,50,A,0.08860465,4,42.04430233,49.95569768,-7.91139535,PA07_2018,
NJ,3,Siena College,499,LV,9/26/2018,39,49,A,0.08860465,4,39.04430233,48.95569768,-9.91139535,NJ03_2018,
WA,8,Siena College,505,LV,9/26/2018,45,46,A,0.08860465,4,45.04430233,45.95569768,-0.91139535,WA08_2018,
NE,2,Siena College,512,LV,9/26/2018,51,42,A,0.08860465,4,51.04430233,41.95569768,9.08860465,NE02_2018,
VA,7,Monmouth University,329,LV,9/24/2018,47,47,A+,1.4258947,4,47.71294735,46.28705265,1.4258947,VA07_2018,
MT,1,Gravis Marketing,710,LV,9/22/2018,51,42,C+,0.63848214,2.3,51.31924107,41.68075893,9.63848214,MT01_2018,
KY,6,Pulse Opinion Research,600,LV,9/17/2018,47,47,C,0,2,47,47,0,KY06_2018,
VA,2,Siena College,500,LV,10/1/2018,49,41,A,0.08860465,4,49.04430233,40.95569768,8.08860465,VA02_2018,
AZ,2,Siena College,502,LV,10/1/2018,39,50,A,0.08860465,4,39.04430233,49.95569768,-10.91139535,AZ02_2018,
IA,3,Siena College,502,LV,9/30/2018,43,44,A,0.08860465,4,43.04430233,43.95569768,-0.91139535,IA03_2018,
CA,50,Siena College,348,LV,9/26/2018,53,38,A,0.08860465,4,53.04430233,37.95569768,15.08860465,CA50_2018,
AZ,4,OH Predictive Insights/MBQF,370,LV,9/25/2018,57,25,C+,-0.16967742,2.3,56.91516129,25.08483871,31.83032258,AZ04_2018,
CA,22,SurveyUSA,582,LV,9/25/2018,55,41,A,0.07657364,4,55.03828682,40.96171318,14.07657364,CA22_2018,
OH,1,Siena College,503,LV,10/1/2018,50,41,A,0.08860465,4,50.04430233,40.95569768,9.08860465,OH01_2018,
NH,2,American Research Group,400,RV,9/26/2018,27,54,C+,-0.22110092,2.3,26.88944954,54.11055046,-27.22110092,NH02_2018,
MT,1,Beneson Strategy Group,950,LV,9/16/2018,46,45,C,0,2,46,45,1,MT01_2018,
MI,8,Siena College,501,LV,10/3/2018,47,44,A,0.08860465,4,47.04430233,43.95569768,3.08860465,MI08_2018,
MN,2,Siena College,487,LV,10/2/2018,39,51,A,0.08860465,4,39.04430233,50.95569768,-11.91139535,MN02_2018,
NC,9,Siena College,502,LV,10/5/2018,47,42,A,0.08860465,4,47.04430233,41.95569768,5.08860465,NC09_2018,
KS,4,Emerson College,256,RV,9/28/2018,50,26,B+,0.10647727,3.3,50.05323864,25.94676137,24.10647727,KS04_2018,
KS,3,Emerson College,246,RV,9/28/2018,41,47,B+,0.10647727,3.3,41.05323864,46.94676137,-5.89352273,KS03_2018,
KS,2,Emerson College,243,RV,9/28/2018,31,35,B+,0.10647727,3.3,31.05323864,34.94676137,-3.89352273,KS02_2018,
KS,1,Emerson College,193,RV,9/28/2018,44,17,B+,0.10647727,3.3,44.05323864,16.94676137,27.10647727,KS01_2018,
OK,5,SoonerPoll.com,303,LV,9/25/2018,47,37,B-,1.9237209,2.7,47.96186045,36.03813955,11.9237209,OK05_2018,
OK,4,SoonerPoll.com,291,LV,9/25/2018,58,25,B-,1.9237209,2.7,58.96186045,24.03813955,34.9237209,OK04_2018,
OK,3,SoonerPoll.com,267,LV,9/25/2018,54,24,B-,1.9237209,2.7,54.96186045,23.03813955,31.9237209,OK03_2018,
TX,31,Siena College,490,LV,10/5/2018,53,38,A,0.08860465,4,53.04430233,37.95569768,15.08860465,TX31_2018,
